Search Condition
State,Glass
Composition
,Component Unit,mol%
Component,Main,,Component,,,,min,max
,Total of Main Components >=,0,%
Commercial Glass,
Glass System,All Oxide
Filler,
Crystal,
Substrate,
Shape,
Usage,
Property
,Property,,,,Unit,min,max
,Molar Volume at RT,,,,Common,,
Structure
,Structure,Element,Unit,min,max
Data Source
,Data Source,Year,,Number,Cat No,Pat Co
Glass ID,,
Max Data,50000

List Condition
,Component Unit,mol%
,Property Unit,Common

No., Glass No., Data Source, Year, Data Source Number, SiO2, B2O3, Al2O3, MgO, CaO, BaO, Li2O, Na2O, K2O, Cu2O, Rb2O, Ag2O, Cs2O, Tl2O, MnO, FeO, CoO, NiO, CuO, ZnO, SrO, CdO, PbO, SnO, Molar Volume at RT ( cm3/mol )
5139, GJ10-368657, J. Non-Crystalline Solids, 2016, v. 432  p. 0319, , 59.0, , , , , , , 10.0, , , , , , , , , , 1.0, 30.0, , , , , 26.945
5140, GJ10-368658, J. Non-Crystalline Solids, 2016, v. 432  p. 0319, , 59.0, , , , 6.0, , , 10.0, , , , , , , , , , 1.0, 24.0, , , , , 27.868
5141, GJ10-368659, J. Non-Crystalline Solids, 2016, v. 432  p. 0319, , 59.0, , , , 12.0, , , 10.0, , , , , , , , , , 1.0, 18.0, , , , , 28.108
5142, GJ10-368660, J. Non-Crystalline Solids, 2016, v. 432  p. 0319, , 59.0, , , , 18.0, , , 10.0, , , , , , , , , , 1.0, 12.0, , , , , 28.374
5143, GJ10-368661, J. Non-Crystalline Solids, 2016, v. 432  p. 0319, , 59.0, , , , 24.0, , , 10.0, , , , , , , , , , 1.0, 6.0, , , , , 29.031
5144, GJ10-368662, J. Non-Crystalline Solids, 2016, v. 432  p. 0319, , 59.0, , , , 30.0, , , 10.0, , , , , , , , , , 1.0, , , , , , 29.387
5145, GJ10-368679, J. Non-Crystalline Solids, 2016, v. 432  p. 0393, , 55.0, , , , , 30.0, , , , , , , , , , , , , 7.5, , , , , 26.13
5146, GJ10-368680, J. Non-Crystalline Solids, 2016, v. 432  p. 0393, , 55.0, , , , , 30.0, , , , , , , , , , , , , 10.0, , , , , 24.71
5147, GJ10-368681, J. Non-Crystalline Solids, 2016, v. 432  p. 0393, , 55.0, , , , , 30.0, , , , , , , , , , , , , 12.5, , , , , 23.56
5148, GJ10-368682, J. Non-Crystalline Solids, 2016, v. 432  p. 0393, , 55.0, , , , , 30.0, , , , , , , , , , , , , 15.0, , , , , 22.52
5149, GJ20-368781, J. Non-Crystalline Solids, 2016, v. 433  p. 0014, , , , , , , , , , , , , , , , , , , , 50.0, , , , , 31.359
5150, GJ20-368782, J. Non-Crystalline Solids, 2016, v. 433  p. 0014, , , , , , , , , , , , , , , , , , , , 49.8, , , , , 31.45
5151, GJ20-368783, J. Non-Crystalline Solids, 2016, v. 433  p. 0014, , , , , , , , , , , , , , , , , , , , 48.9, , , , , 31.858
5152, GJ20-368784, J. Non-Crystalline Solids, 2016, v. 433  p. 0014, , , , , , , , , , , , , , , , , , , , 47.8, , , , , 32.356
5153, GJ20-368785, J. Non-Crystalline Solids, 2016, v. 433  p. 0014, , , , , , , , , , , , , , , , , , , , 45.8, , , , , 33.263
5154, GJ28-368801, J. Non-Crystalline Solids, 2016, v. 433  p. 0060, , 27.5, , , , , , , , , , , , , , , , , , , , , , , 29.63
5155, GJ28-368802, J. Non-Crystalline Solids, 2016, v. 433  p. 0060, , 24.5, , , , , , , , , , , , , , , , , , 6.0, , , , , 28.78
5156, GJ28-368803, J. Non-Crystalline Solids, 2016, v. 433  p. 0060, , 21.5, , , , , , , , , , , , , , , , , , 12.0, , , , , 27.98
5157, GJ28-368804, J. Non-Crystalline Solids, 2016, v. 433  p. 0060, , 18.5, , , , , , , , , , , , , , , , , , 18.0, , , , , 27.13
5158, GJ28-368805, J. Non-Crystalline Solids, 2016, v. 433  p. 0060, , 15.5, , , , , , , , , , , , , , , , , , 24.0, , , , , 26.28
5159, GJ28-368806, J. Non-Crystalline Solids, 2016, v. 433  p. 0060, , 12.5, , , , , , , , , , , , , , , , , , 30.0, , , , , 25.38
5160, GJ28-368807, J. Non-Crystalline Solids, 2016, v. 433  p. 0068, , , , 26.67, , , , , , , , , , , , , , , , , , , , , 27.7
5161, GJ28-368808, J. Non-Crystalline Solids, 2016, v. 433  p. 0068, , , , 18.67, , 8.0, , , , , , , , , , , , , , , , , , , 28.69
5162, GJ28-368809, J. Non-Crystalline Solids, 2016, v. 433  p. 0068, , , , 13.33, , 13.33, , , , , , , , , , , , , , , , , , , 29.42
5163, GJ28-368810, J. Non-Crystalline Solids, 2016, v. 433  p. 0068, , , , 8.0, , 18.67, , , , , , , , , , , , , , , , , , , 30.13
5164, GJ28-368811, J. Non-Crystalline Solids, 2016, v. 433  p. 0068, , , , 8.0, , 18.67, , , , , , , , , , , , , , , , , , , 31.39
5165, GJ28-368812, J. Non-Crystalline Solids, 2016, v. 433  p. 0068, , , , 26.67, , , , , , , , , , , , , , , , , , , , , 27.8
5166, GJ28-368813, J. Non-Crystalline Solids, 2016, v. 433  p. 0068, , , , 18.67, , 8.0, , , , , , , , , , , , , , , , , , , 28.93
5167, GJ28-368814, J. Non-Crystalline Solids, 2016, v. 433  p. 0068, , , , 13.33, , 13.33, , , , , , , , , , , , , , , , , , , 29.67
5168, GJ28-368815, J. Non-Crystalline Solids, 2016, v. 433  p. 0068, , , , 8.0, , 18.67, , , , , , , , , , , , , , , , , , , 30.39
5169, GJ28-368816, J. Non-Crystalline Solids, 2016, v. 433  p. 0068, , , , 8.0, , 18.67, , , , , , , , , , , , , , , , , , , 31.63
5170, GJ28-368817, J. Non-Crystalline Solids, 2016, v. 433  p. 0068, , , , 26.67, , , , , , , , , , , , , , , , , , , , , 25.78
5171, GJ28-368818, J. Non-Crystalline Solids, 2016, v. 433  p. 0068, , , , 18.67, , 8.0, , , , , , , , , , , , , , , , , , , 27.43
5172, GJ28-368819, J. Non-Crystalline Solids, 2016, v. 433  p. 0068, , , , 13.33, , 13.33, , , , , , , , , , , , , , , , , , , 28.1
5173, GJ28-368820, J. Non-Crystalline Solids, 2016, v. 433  p. 0068, , , , 8.0, , 18.67, , , , , , , , , , , , , , , , , , , 28.85
5174, GJ28-368821, J. Non-Crystalline Solids, 2016, v. 433  p. 0068, , , , 8.0, , 18.67, , , , , , , , , , , , , , , , , , , 30.08
5175, GJ28-368822, J. Non-Crystalline Solids, 2016, v. 433  p. 0068, , , , 26.67, , , , , , , , , , , , , , , , , , , , , 26.35
5176, GJ28-368823, J. Non-Crystalline Solids, 2016, v. 433  p. 0068, , , , 18.67, , 8.0, , , , , , , , , , , , , , , , , , , 27.31
5177, GJ28-368824, J. Non-Crystalline Solids, 2016, v. 433  p. 0068, , , , 13.33, , 13.33, , , , , , , , , , , , , , , , , , , 28.01
5178, GJ28-368825, J. Non-Crystalline Solids, 2016, v. 433  p. 0068, , , , 8.0, , 18.67, , , , , , , , , , , , , , , , , , , 28.95
5179, GJ28-368826, J. Non-Crystalline Solids, 2016, v. 433  p. 0068, , , , 8.0, , 18.67, , , , , , , , , , , , , , , , , , , 30.15
5180, GJ20-368842, J. Non-Crystalline Solids, 2016, v. 433  p. 0087, , , , 5.0, , , , , , , , , , , , , , , , , , , , , 51.15
5181, GJ20-368843, J. Non-Crystalline Solids, 2016, v. 433  p. 0087, , , , 5.0, , , , , , , , , , , , , , , , , , , , , 51.05
5182, GJ20-368844, J. Non-Crystalline Solids, 2016, v. 433  p. 0087, , , , 5.0, , , , , , , , , , , , , , , , , , , , , 50.86
5183, GJ20-368845, J. Non-Crystalline Solids, 2016, v. 433  p. 0087, , , , 5.0, , , , , , , , , , , , , , , , , , , , , 51.251
5184, GJ20-368846, J. Non-Crystalline Solids, 2016, v. 433  p. 0087, , , , 5.0, , , , , , , , , , , , , , , , , , , , , 51.64
5185, GJ20-368847, J. Non-Crystalline Solids, 2016, v. 433  p. 0087, , , , 5.0, , , , , , , , , , , , , , , , , , , , , 51.57
5186, GJ03-368860, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 76.3, , 11.7, , 12.0, , , , , , , , , , , , , , , , , , , , 26.19
5187, GJ03-368861, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 73.1, , 13.2, , 13.7, , , , , , , , , , , , , , , , , , , , 25.98
5188, GJ03-368862, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 69.5, , 15.0, , 15.5, , , , , , , , , , , , , , , , , , , , 25.87
5189, GJ03-368863, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 66.0, , 16.7, , 17.3, , , , , , , , , , , , , , , , , , , , 25.79
5190, GJ03-368864, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 66.0, , 16.7, , 17.3, , , , , , , , , , , , , , , , , , , , 25.72
5191, GJ03-368865, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 59.5, , 20.1, , 20.4, , , , , , , , , , , , , , , , , , , , 25.7
5192, GJ03-368866, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 56.4, , 21.7, , 21.9, , , , , , , , , , , , , , , , , , , , 25.72
5193, GJ03-368867, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 53.96, , 22.52, , 23.52, , , , , , , , , , , , , , , , , , , , 25.54
5194, GJ03-368868, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 53.96, , 22.52, , 23.52, , , , , , , , , , , , , , , , , , , , 25.67
5195, GJ03-368869, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 47.9, , 25.7, , 26.4, , , , , , , , , , , , , , , , , , , , 25.67
5196, GJ03-368870, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 45.3, , 27.1, , 27.6, , , , , , , , , , , , , , , , , , , , 25.71
5197, GJ03-368871, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 42.7, , 28.4, , 28.9, , , , , , , , , , , , , , , , , , , , 25.75
5198, GJ03-368872, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 40.5, , 29.6, , 29.9, , , , , , , , , , , , , , , , , , , , 25.79
5199, GJ03-368873, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 37.7, , 31.1, , 31.2, , , , , , , , , , , , , , , , , , , , 25.89
5200, GJ03-368874, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 35.2, , 32.3, , 32.5, , , , , , , , , , , , , , , , , , , , 25.96
5201, GJ03-368875, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 69.77, , 5.91, , 24.32, , , , , , , , , , , , , , , , , , , , 23.61
5202, GJ03-368876, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 69.47, , 8.91, , 21.62, , , , , , , , , , , , , , , , , , , , 24.34
5203, GJ03-368877, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 69.4, , 10.4, , 20.2, , , , , , , , , , , , , , , , , , , , 24.76
5204, GJ03-368878, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 69.67, , 11.81, , 18.52, , , , , , , , , , , , , , , , , , , , 25.1
5205, GJ03-368879, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 69.4, , 13.4, , 17.2, , , , , , , , , , , , , , , , , , , , 25.52
5206, GJ03-368880, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 69.6, , 14.8, , 15.6, , , , , , , , , , , , , , , , , , , , 25.84
5207, GJ06-368881, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 69.8, , 17.7, , 12.5, , , , , , , , , , , , , , , , , , , , 26.39
5208, GJ03-368882, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 35.2, , 19.6, , 45.2, , , , , , , , , , , , , , , , , , , , 23.26
5209, GJ03-368883, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 36.3, , 22.2, , 41.5, , , , , , , , , , , , , , , , , , , , 23.84
5210, GJ03-368884, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 35.6, , 28.4, , 36.0, , , , , , , , , , , , , , , , , , , , 25.24
5211, GJ03-368885, J. Non-Crystalline Solids, 2016, v. 434  p. 0001, 33.2, , 33.1, , 33.7, , , , , , , , , , , , , , , , , , , , 26.08
5212, GJ10-368900, J. Non-Crystalline Solids, 2016, v. 434  p. 0041, , 44.45, , , , , 33.33, , , , , , , , , , , , , , , , , , 26.127
5213, GJ10-368901, J. Non-Crystalline Solids, 2016, v. 434  p. 0041, , 44.44, , , , , 33.33, , , , , , , , , , , , , , , , , , 24.226
5214, GJ10-368902, J. Non-Crystalline Solids, 2016, v. 434  p. 0041, , 44.45, , , , , 33.33, , , , , , , , , , , , , , , , , , 21.994
5215, GJ10-368903, J. Non-Crystalline Solids, 2016, v. 434  p. 0041, , 44.44, , , , , 33.33, , , , , , , , , , , , , , , , , , 19.958
5216, GJ10-368904, J. Non-Crystalline Solids, 2016, v. 434  p. 0041, , 44.45, , , , , 33.33, , , , , , , , , , , , , , , , , , 14.68
5217, GJ03-368942, J. Non-Crystalline Solids, 2017, v. 460  p. 0006, 49.8, , , 8.52, 41.68, , , , , , , , , , , , , , , , , , , , 19.65
5218, GJ03-368943, J. Non-Crystalline Solids, 2017, v. 460  p. 0006, 50.95, , , 16.42, 32.63, , , , , , , , , , , , , , , , , , , , 19.35
5219, GJ03-368944, J. Non-Crystalline Solids, 2017, v. 460  p. 0006, 50.55, , , 24.37, 25.08, , , , , , , , , , , , , , , , , , , , 18.95
5220, GJ03-368945, J. Non-Crystalline Solids, 2017, v. 460  p. 0006, 50.2, , , 33.1, 16.7, , , , , , , , , , , , , , , , , , , , 18.68
5221, GJ03-368946, J. Non-Crystalline Solids, 2017, v. 460  p. 0006, 50.1, , , 35.7, 14.2, , , , , , , , , , , , , , , , , , , , 18.7
5222, GJ03-368947, J. Non-Crystalline Solids, 2017, v. 460  p. 0006, 48.94, , , 37.29, 13.77, , , , , , , , , , , , , , , , , , , , 18.87
5223, GJ03-368948, J. Non-Crystalline Solids, 2017, v. 460  p. 0006, 53.1, , , 39.22, 7.68, , , , , , , , , , , , , , , , , , , , 19.07
5224, GJ20-368972, J. Non-Crystalline Solids, 2017, v. 460  p. 0136, , , , , , , , , , , , , , , , , , , , , 50.0, , , , 39.44
5225, GJ20-368973, J. Non-Crystalline Solids, 2017, v. 460  p. 0136, , , , , , , , , , , , , , , , , 0.025, , , , 49.98, , , , 39.49
5226, GJ20-368974, J. Non-Crystalline Solids, 2017, v. 460  p. 0136, , , , , , , , , , , , , , , , , 0.05, , , , 49.95, , , , 39.325
5227, GJ20-368975, J. Non-Crystalline Solids, 2017, v. 460  p. 0136, , , , , , , , , , , , , , , , , 0.37, , , , 49.62, , , , 39.418
5228, GJ20-368976, J. Non-Crystalline Solids, 2017, v. 460  p. 0136, , , , , , , , , , , , , , , , , 0.5, , , , 49.5, , , , 39.389
5229, GJ20-368977, J. Non-Crystalline Solids, 2017, v. 460  p. 0136, , , , , , , , , , , , , , , , , 6.1, , , , 44.7, , , , 39.102
5230, GJ20-368978, J. Non-Crystalline Solids, 2017, v. 460  p. 0136, , , , , , , , , , , , , , , , , 16.02, , , , 36.24, , , , 38.288
5231, GJ20-368979, J. Non-Crystalline Solids, 2017, v. 460  p. 0136, , , , , , , , , , , , , , , , , 26.1, , , , 25.7, , , , 37.5
5232, GJ20-368980, J. Non-Crystalline Solids, 2017, v. 460  p. 0136, , , , , , , , , , , , , , , , , 40.06, , , , 12.69, , , , 36.866
5233, GJ20-368981, J. Non-Crystalline Solids, 2017, v. 460  p. 0136, , , , , , , , , , , , , , , , , 53.7, , , , , , , , 36.263
5234, GJ20-369054, J. Non-Crystalline Solids, 2017, v. 462  p. 0051, , , , , , , 25.0, 25.0, , , , , , , , , , , , , , , , , 38.6
5235, GJ20-369055, J. Non-Crystalline Solids, 2017, v. 462  p. 0051, , , , , , , , , , , , , , , , , , , , , , , , , 37.5
5236, GJ20-369056, J. Non-Crystalline Solids, 2017, v. 462  p. 0051, , , , , , , , , , , , , , , , , , , , , , , , , 37.1
5237, GJ20-369058, J. Non-Crystalline Solids, 2017, v. 462  p. 0051, 5.0, , , , , , 22.5, 22.5, , , , , , , , , , , , , , , , , 38.7
5238, GJ20-369059, J. Non-Crystalline Solids, 2017, v. 462  p. 0051, , , , , , , , , , , , , , , , , , , , , , , , , 38.5
5239, GJ20-369060, J. Non-Crystalline Solids, 2017, v. 462  p. 0051, , , , , , , , , , , , , , , , , , , , , , , , , 38.5
5240, GJ20-369061, J. Non-Crystalline Solids, 2017, v. 462  p. 0051, , , , , , , , , , , , , , , , , , , , , , , , , 37.5
5241, GJ20-369062, J. Non-Crystalline Solids, 2017, v. 462  p. 0051, , , , , , , , , , , , , , , , , , , , , , , , , 37.5
5242, GJ20-369063, J. Non-Crystalline Solids, 2017, v. 462  p. 0051, 10.0, , , , , , 20.0, 20.0, , , , , , , , , , , , , , , , , 38.7
5243, GJ20-369064, J. Non-Crystalline Solids, 2017, v. 462  p. 0051, , , , , , , , , , , , , , , , , , , , , , , , , 38.5
5244, GJ20-369065, J. Non-Crystalline Solids, 2017, v. 462  p. 0051, , , , , , , , , , , , , , , , , , , , , , , , , 38.3
5245, GJ20-369066, J. Non-Crystalline Solids, 2017, v. 462  p. 0051, , , , , , , , , , , , , , , , , , , , , , , , , 38.3
5246, GJ20-369067, J. Non-Crystalline Solids, 2017, v. 462  p. 0051, , , , , , , , , , , , , , , , , , , , , , , , , 38.2
5247, GJ20-369068, J. Non-Crystalline Solids, 2017, v. 462  p. 0065, , , , , , , , , , , , , , , , , , , , 50.0, , , , , 39.1
5248, GJ20-369069, J. Non-Crystalline Solids, 2017, v. 462  p. 0065, , , , , , , , , , , , , , , , , , , , 49.0, , , , , 38.72
5249, GJ20-369070, J. Non-Crystalline Solids, 2017, v. 462  p. 0065, , , , , , , , , , , , , , , , , , , , 48.0, , , , , 38.76
5250, GJ20-369071, J. Non-Crystalline Solids, 2017, v. 462  p. 0065, , , , , , , , , , , , , , , , , , , , 45.0, , , , , 38.96
5251, GJ20-369072, J. Non-Crystalline Solids, 2017, v. 462  p. 0065, , , , , , , , , , , , , , , , , , , , 40.0, , , , , 39.31
5252, GJ20-369073, J. Non-Crystalline Solids, 2017, v. 462  p. 0065, , , , , , , , , , , , , , , , , , , , 35.0, , , , , 41.31
5253, GJ20-369074, J. Non-Crystalline Solids, 2017, v. 462  p. 0065, , , , , , , , , , , , , , , , , , , , 30.0, , , , , 43.04
5254, GJ20-369075, J. Non-Crystalline Solids, 2017, v. 462  p. 0065, , , , , , , , , , , , , , , , , , , , 20.0, , , , , 45.11
5255, GJ20-369076, J. Non-Crystalline Solids, 2017, v. 462  p. 0065, , , , , , , , , , , , , , , , , , , , 10.0, , , , , 49.52
5256, GJ20-369077, J. Non-Crystalline Solids, 2017, v. 462  p. 0065, , , , , , , , , , , , , , , , , , , , , , , , , 54.19
5257, GJ20-369079, J. Non-Crystalline Solids, 2017, v. 463  p. 0012, , , , , , , 46.67, , , , , , , , , , , , , , , , , , 42.93
5258, GJ20-369080, J. Non-Crystalline Solids, 2017, v. 463  p. 0012, , , , , , , 44.83, , , , , , , , , , , , , , , , , , 43.4
5259, GJ20-369081, J. Non-Crystalline Solids, 2017, v. 463  p. 0012, , , , , , , 43.66, , , , , , , , , , , , , , , , , , 43.7
5260, GJ20-369082, J. Non-Crystalline Solids, 2017, v. 463  p. 0012, , , , , , , 42.86, , , , , , , , , , , , , , , , , , 43.92
5261, GJ20-369083, J. Non-Crystalline Solids, 2017, v. 463  p. 0012, , , , , , , 40.74, , , , , , , , , , , , , , , , , , 44.58
5262, GJ10-369090, J. Non-Crystalline Solids, 2017, v. 463  p. 0118, 9.97, 49.85, , , , , , 9.97, , , , , , , , , , , , 9.97, , , 19.94, , 14.999
5263, GJ10-369091, J. Non-Crystalline Solids, 2017, v. 463  p. 0118, 14.96, 44.86, , , , , , 9.97, , , , , , , , , , , , 9.97, , , 19.94, , 15.062
5264, GJ10-369092, J. Non-Crystalline Solids, 2017, v. 463  p. 0118, 19.94, 39.88, , , , , , 9.97, , , , , , , , , , , , 9.97, , , 19.94, , 15.173
5265, GJ10-369093, J. Non-Crystalline Solids, 2017, v. 463  p. 0118, 24.93, 34.89, , , , , , 9.97, , , , , , , , , , , , 9.97, , , 19.94, , 15.263
5266, GJ05-369094, J. Non-Crystalline Solids, 2017, v. 463  p. 0118, 29.91, 29.91, , , , , , 9.97, , , , , , , , , , , , 9.97, , , 19.94, , 15.354
5267, GJ05-369095, J. Non-Crystalline Solids, 2017, v. 463  p. 0118, 34.89, 24.93, , , , , , 9.97, , , , , , , , , , , , 9.97, , , 19.94, , 15.448
5268, GJ05-369096, J. Non-Crystalline Solids, 2017, v. 463  p. 0118, 39.88, 19.94, , , , , , 9.97, , , , , , , , , , , , 9.97, , , 19.94, , 15.569
5269, GJ04-369097, J. Non-Crystalline Solids, 2017, v. 463  p. 0118, 44.86, 14.96, , , , , , 9.97, , , , , , , , , , , , 9.97, , , 19.94, , 15.667
5270, GJ04-369098, J. Non-Crystalline Solids, 2017, v. 463  p. 0118, 49.85, 9.97, , , , , , 9.97, , , , , , , , , , , , 9.97, , , 19.94, , 15.793
5271, GJ10-369120, J. Non-Crystalline Solids, 2017, v. 463  p. 0148, , 30.0, , , , 20.0, , , , , , , , , , , , , , , , , , , 32.57
5272, GJ10-369121, J. Non-Crystalline Solids, 2017, v. 463  p. 0148, , 29.99, , , , 19.99, , , , , , , , , , , , , , , , , , , 31.49
5273, GJ10-369122, J. Non-Crystalline Solids, 2017, v. 463  p. 0148, , 30.0, , , , 20.0, , , , , , , , , , , , , , , , , , , 30.74
5274, GJ10-369123, J. Non-Crystalline Solids, 2017, v. 463  p. 0148, , 30.0, , , , 20.0, , , , , , , , , , , , , , , , , , , 29.51
5275, GJ10-369124, J. Non-Crystalline Solids, 2017, v. 463  p. 0148, , 30.0, , , , 20.0, , , , , , , , , , , , , , , , , , , 28.68
5276, GJ10-369125, J. Non-Crystalline Solids, 2017, v. 463  p. 0148, , 30.0, , , , 20.0, , , , , , , , , , , , , , , , , , , 28.26
5277, GJ10-369168, J. Non-Crystalline Solids, 2017, v. 464  p. 0051, , 70.0, , , , , , 20.0, , , , , , , , , , , , , 10.0, , , , 26.088
5278, GJ10-369169, J. Non-Crystalline Solids, 2017, v. 464  p. 0051, , 69.8, , , , , , 20.0, , , , , , , , , , , , , 10.0, , , , 25.991
5279, GJ10-369170, J. Non-Crystalline Solids, 2017, v. 464  p. 0051, , 69.6, , , , , , 20.0, , , , , , , , , , , , , 10.0, , , , 25.981
5280, GJ10-369171, J. Non-Crystalline Solids, 2017, v. 464  p. 0051, , 69.4, , , , , , 20.0, , , , , , , , , , , , , 10.0, , , , 26.181
5281, GJ10-369172, J. Non-Crystalline Solids, 2017, v. 464  p. 0051, , 69.2, , , , , , 20.0, , , , , , , , , , , , , 10.0, , , , 26.29
5282, GJ10-369173, J. Non-Crystalline Solids, 2017, v. 464  p. 0051, , 69.0, , , , , , 20.0, , , , , , , , , , , , , 10.0, , , , 26.115
5283, GJ10-369174, J. Non-Crystalline Solids, 2017, v. 464  p. 0073, , 55.0, , , , , , , , , , , , , , , , , , , , , , , 26.84
5284, GJ10-369175, J. Non-Crystalline Solids, 2017, v. 464  p. 0073, , 55.0, , , , , , , , , , , , , , , , , , , , , , , 27.21
5285, GJ10-369176, J. Non-Crystalline Solids, 2017, v. 464  p. 0073, , 55.0, , , , , , , , , , , , , , , , , , , , , , , 27.72
5286, GJ10-369177, J. Non-Crystalline Solids, 2017, v. 464  p. 0073, , 55.0, , , , , , , , , , , , , , , , , , , , , , , 27.93
5287, GJ10-369178, J. Non-Crystalline Solids, 2017, v. 464  p. 0073, , 55.0, , , , , , , , , , , , , , , , , , , , , , , 28.35
5288, GJ10-369179, J. Non-Crystalline Solids, 2017, v. 464  p. 0073, , 55.0, , , , , , , , , , , , , , , , , , , , , , , 28.83
5289, GJ10-369180, J. Non-Crystalline Solids, 2017, v. 464  p. 0073, , 55.0, , , , , , , , , , , , , , , , , , , , , , , 28.91
5290, GJ10-369181, J. Non-Crystalline Solids, 2017, v. 464  p. 0073, , 55.0, , , , , , , , , , , , , , , , , , , , , , , 29.44
5291, GJ10-369182, J. Non-Crystalline Solids, 2017, v. 464  p. 0073, , 55.0, , , , , , , , , , , , , , , , , , , , , , , 29.32
5292, GJ10-369183, J. Non-Crystalline Solids, 2017, v. 464  p. 0073, , 55.0, , , , , , , , , , , , , , , , , , , , , , , 30.42
5293, GJ10-369191, J. Non-Crystalline Solids, 2017, v. 464  p. 0096, , 29.95, , , , , 60.0, , , , , , , , , , , , , , , , , , 22.861
5294, GJ10-369192, J. Non-Crystalline Solids, 2017, v. 464  p. 0096, , 29.9, , , , , 60.0, , , , , , , , , , , , , , , , , , 22.868
5295, GJ10-369193, J. Non-Crystalline Solids, 2017, v. 464  p. 0096, , 29.5, , , , , 60.0, , , , , , , , , , , , , , , , , , 23.177
5296, GJ10-369194, J. Non-Crystalline Solids, 2017, v. 464  p. 0096, , 29.0, , , , , 60.0, , , , , , , , , , , , , , , , , , 23.645
5297, GJ10-369195, J. Non-Crystalline Solids, 2017, v. 464  p. 0096, , 28.5, , , , , 60.0, , , , , , , , , , , , , , , , , , 24.053
5298, GJ02-369244, J. Non-Crystalline Solids, 2017, v. 466  p. 0029, 90.0, , , , , , , 10.0, , , , , , , , , , , , , , , , , *
5299, GJ02-369245, J. Non-Crystalline Solids, 2017, v. 466  p. 0029, 60.0, , , , , , , 40.0, , , , , , , , , , , , , , , , , *
5300, GJ27-369246, J. Non-Crystalline Solids, 2017, v. 466  p. 0037, , 49.75, , , , , , , , , , , , , , , , , 0.5, , , , 49.75, , 25.9
